label,sms
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free   
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)   
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u   
ham,I love u 2 my little pocy bell I am sorry but I love u   
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..   
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|   
ham,Ok no prob   
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)   "
ham,"G says you never answer your texts, confirm/deny   "
ham,It took Mr owl 3 licks   
ham,Okie but i scared u say i fat... Then u dun wan me already...   
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.   "
ham,Waaaat?? Lololo ok next time then!   
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours   
ham,"Cool, I'll text you when I'm on the way   "
ham,Good Morning my Dear........... Have a great &amp; successful day.   
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.   
ham,Poor girl can't go one day lmao   
ham,"Sorry, got a late start, we're on the way   "
ham,If you have belive me. Come to my home.   
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906    
ham,My battery is low babe   
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way   "
ham,"Aight fuck it, I'll get it later   "
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?   "
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.   
ham,Do you know when dad will be back?   
ham,Ok i msg u b4 i leave my house.   
ham,K.i will send in  &lt;#&gt;  min:)   
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468   "
ham,And he's apparently bffs with carly quick now   
ham,Gud mrng dear hav a nice day   
ham,What happened in interview?   
ham,Shhhhh nobody is supposed to know!   
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you   
ham,I surely dont forgot to come:)i will always be in touch in with you:-)   
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?   "
ham,Fuck babe ... What happened to you ? How come you never came back?   
ham,Stupid.its not possible   
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3   
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX   "
ham,Yes watching footie but worried we're going to blow it - Phil Neville?   
ham,Networking job is there.   
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN    
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?   
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?    "
ham,I cant pick the phone right now. Pls send a message   
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm   
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone   
ham,"I guess you could be as good an excuse as any, lol.   "
ham,"Aight, I'll hit you up when I get some cash   "
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up   
spam,Adult 18 Content Your video will be with you shortly   
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..   "
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.   
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm   
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!   "
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app    
ham,"Alright, we're all set here, text the man   "
ham,Well boy am I glad G wasted all night at applebees for nothing   
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks   "
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate   "
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630   
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""   "
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?   "
ham,K..k:)how about your training process?   
ham,Sorry about that this is my mates phone and i didnt write it love Kate   
ham,Yes just finished watching days of our lives. I love it.   
ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am   
spam,network operator. The service is free. For T & C's visit 80488.biz   
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   "
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!   "
ham,Do you like Italian food?   
ham,"Sorry, I'll call later   "
ham,WOT U WANNA DO THEN MISSY?   
ham,i dnt wnt to tlk wid u   
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!   
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...   
ham,Depends on where u going lor.   
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair.    
ham,Wat r u doing?   
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.   
ham,"Very hurting n meaningful lines ever: \I compromised everything for my love  But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""  "
ham,Auntie huai juan never pick up her phone   
ham,"Two fundamentals of cool life: \Walk  like you are the KING\""...! OR \""Walk like you Dont care whoever is the KING\""!... Gud nyt"" "
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674   
ham,What time do u get out?   
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.   "
ham,Thought we could go out for dinner. I'll treat you! Seem ok?   
ham,"Yes, princess. Toledo.   "
ham,I remain unconvinced that this isn't an elaborate test of my willpower   
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa   "
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.   "
ham,Wow v v impressed. Have funs shopping!   
ham,Ok lar... Joking wif u oni...   
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?   "
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz   
ham,What is the plural of the noun research?   
ham,ÌÏ give me some time to walk there.   
ham,Ok lor.   
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy   
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!   
ham,on hen night. Going with a swing   
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..   "
ham,Otherwise had part time job na-tuition..   
ham,Can a not?   
ham,"Dear, take care. I am just reaching home.love u a lot.   "
ham,Ok.   
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04   
ham,Do well :)all will for little time. Thing of good times ahead:   
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...   
ham,We still on for tonight?   
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...   
ham,Ok lor then we go tog lor...   
ham,Mmm so yummy babe ... Nice jolt to the suzy   
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX   "
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.   "
ham,Lol yeah at this point I guess not   
ham,I'm very happy for you babe ! Woo hoo party on dude!   
ham,There the size of elephant tablets & u shove um up ur ass!!   
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.   
ham,Hello which the site to download songs its urgent pls   
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?   
ham,"Carlos took a while (again), we leave in a minute   "
ham,Watching tv now. I got new job :)   
ham,I cant pick the phone right now. Pls send a message   
ham,K then 2marrow are you coming to class.   
ham,No b4 Thursday   
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...   
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...   
ham,Haha... They cant what... At the most tmr forfeit... haha so how?   
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!   "
ham,Just wanted to say holy shit you guys weren't kidding about this bud   
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around   "
ham,No she didnt. I will search online and let you know.   
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.   
ham,LOL ... No just was busy   
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_   
ham,"Since when, which side, any fever, any vomitin.   "
